,name,wiki_bool,wiki_length
305,Fabrizio Murtas,False,0
306,Axel Drees,False,0
307,Francis Halzen,True,3043
308,John Haggerty,True,6941
309,Kevin Finelli,False,0
310,Bruce Allen,True,823
311,Ahmed Bassalat,False,0
312,John Collins,True,4274
313,Amnon Aharony,False,0
314,Alexei Starobinsky (Starobinskii),False,0
315,richard l. greene,False,0
316,D J Sellmyer,False,0
317,M. Zahid Hasan,True,9575
318,Che Ting Chan,False,0
319,Juan Bisquert,True,4540
320,Markus Buttiker,False,0
321,Alec Habig,False,0
322,Ursula Keller,True,5815
323,zhang Lan,True,6310
324,W.A. Zajc,False,0
325,Peter Kravtsov,False,0
326,Jens Jorgen Gaardhoje,False,0
327,Jean Cleymans,True,2662
328,Gareth J Barker,False,0
329,Joel Primack,True,4790
330,Atac Imamoglu,True,253
331,Tsvi Piran,True,11526
332,Subir Sachdev,True,68301
333,Avishai Dekel,True,5836
334,Ian Bearden,False,0
335,Yusuf Oğuzhan Günaydın,False,0
336,Mireia Crispín Ortuzar,False,0
337,Paul T Baker,False,0
338,Uzi Landman,True,1095
339,Sabin Stoica,False,0
340,Anthony Timmins,False,0
341,J T Gosling,False,0
342,rachid ayad,False,0
343,Martin Plenio,False,0
344,B Alex Brown,False,0
345,Akhtar Mahmood,False,0
346,W.R. Peltier,False,0
347,Xiao-Gang Wen,True,11678
348,Kerry Vahala,True,2892
349,Fulvio Ricci,False,0
350,G. Peter Lepage,True,12324
351,M. J. D. Powell,True,229
352,Christopher Monroe,True,8926
353,V. Pugatch,False,0
354,Eugenio Coccia,False,0
355,Nicola Omodei,False,0
356,Robert Jaffe,True,3629
357,Igor R. Klebanov,True,165
358,Robert L Whetten,False,0
359,Andrew Millis,False,0
360,Atsushi Fujimori,False,0
361,Dr. Pramod Lamichhane,False,0
362,Sebastian Carron,False,0
363,Crispin Gardiner,True,16576
364,Paul M Chaikin,False,0
365,Franz Himpsel,False,0
366,Daniel Joubert,True,208
367,Kenneth A. Strain,False,0
368,José W F Valle,False,0
369,WGD Dharmaratna,False,0
370,Zongxian Yang,False,0
371,Arjun Yodh,False,0
372,Hermann E.Gaub,False,0
373,Geoffrey Fox,True,817
374,Alfons Weber,False,0
375,Douglas Fields,False,0
376,GEORGE GRUNER,False,0
377,F. D. M. Haldane,False,0
378,David Reitze,True,5435
379,Reinhard Schlickeiser,False,0
380,Eric Cornell,True,158
381,kotliar,True,195
382,Saad Mohammed,False,0
383,Kenneth N. Barish,False,0
384,Keh-Fei Liu,False,0
385,Andreas Freise,False,0
386,Arturo Menchaca Rocha,False,0
387,J. Allyn Smith,False,0
388,John March-Russell,False,0
389,Hannu Kurki-Suonio,False,0
390,Roberto Battiston,False,0
391,Patrick Brady,True,625
392,Danilo Zavrtanik,True,3096
393,Peter S. Shawhan,False,0
394,Hui Zhang,True,249
395,David A Muller,False,0
396,David Tomanek,False,0
397,"Lars Hultman, Professor, PhD",False,0
398,Vlatko Vedral,True,5121
399,Steve Maddox,False,0
400,Ctirad Uher,True,6588
401,Gianpietro Cagnoli,False,0
402,David McClelland,True,14960
403,Domenico Di Bari,False,0
404,Lesya Shchutska,False,0
405,Rana X. Adhikari,False,0
406,Linda Tacconi,False,0
407,Mihai Petrovici,False,0
408,Justin Garofoli,False,0
409,Jason H. Hafner,False,0
410,Michael Gorodetsky,False,0
411,E.K.U. Gross,False,0
412,Andreas Berlind,False,0
413,Jeffrey A. Harvey,True,2506
414,Benjamin J. Eggleton,True,215
415,Stefano Baroni,False,0
416,Bernard F Whiting,False,0
417,Eric Mazur,True,9983
418,Jan Ridky,False,0
419,Jon Thaler,False,0
420,Weimin Liu,False,0
421,Chang-Hwan Lee,True,219
422,christian farnier,False,0
423,Robert Schoelkopf,False,0
424,Xiangzhou Cai,False,0
425,John J. Rehr,True,7605
426,P. Sokolsky,False,0
427,Neil Cornish,False,0
428,carlo rovelli,False,0
429,Dan Ralph,False,0
430,Carl M Bender,False,0
431,Heino Falcke,True,9053
432,Ib Chorkendorff,False,0
433,Håvard Helstrup,False,0
434,Ligang Feng,False,0
435,N. Phuan Ong,False,0
436,Jan J. Koenderink,False,0
437,Dieter Horns,False,0
438,Li Ju  (鞠莉）,False,0
439,Frank Steglich,True,4125
440,L. Jay Guo,False,0
441,Dapeng YU,False,0
442,Stephane Chauvie,False,0
443,Dan M. STAMPER-KURN,False,0
444,Joshua R. Smith,False,0
445,antonio riotto,False,0
446,John Q. Xiao,False,0
447,Miklos Gyulassy,False,0
448,Werner Blau,False,0
449,Randall V Martin,False,0
450,Indranil Das,False,0
451,Roland Wiesendanger,False,0
452,Matthew Evans,True,975
453,Ghosh Sanjay K.,False,0
454,Eun Ha Choi,False,0
455,Arkady Pikovsky,False,0
456,Risto Ilmoniemi,False,0
457,C. L. Chien,False,0
458,Masashi Kaneta,False,0
459,bart van wees,False,0
460,Tiffany Summerscales,False,0
461,CP Singh,True,276
462,"Sipe, J.E.",False,0
463,Jesper Munch,False,0
464,Henry Kapteyn,False,0
465,Romualdo Pastor-Satorras,False,0
466,Gary T. Horowitz,False,0
467,Yan Wang 王燕 中科院福建物质结构研究所,False,0
468,Francisco J. Garcia-Vidal,False,0
469,Zeblon Vilakazi,False,0
470,Kent D. Irwin,False,0
471,Hung-Liang Lai,False,0
472,Sascha Husa,True,2729
473,XI DAI,False,0
474,Giovanni Ciccotti,True,2459
475,chad hanna,False,0
476,Tamás Csörgő,False,0
477,Kumar H K T,False,0
478,Raoul Kopelman,False,0
479,Brian Sales,False,0
480,Margaret Murnane,True,8731
481,William H. Matthaeus,False,0
482,Kurt Wiesenfeld,True,3315
483,Tobias J Kippenberg,False,0
484,Read Montague,True,17222
485,francesco sciortino,False,0
486,Conor Mow-Lowry,False,0
487,Neil Greenham,False,0
488,Humberto Terrones,False,0
489,Alfredo Pasquarello,False,0
490,Jiangyue Zhang,False,0
491,Tomasz Dietl,True,2794
492,Dave Pritchard,False,0
493,Efthimios Kaxiras,False,0
494,Jean-Christophe Charlier,False,0
495,Malvin Carl Teich,False,0
496,Leonard Feldman,True,1472
497,Stefan Rahmstorf,True,15437
498,Richard Thorne,False,0
499,Guido Martinelli,False,0
500,Renu Bala,False,0
501,Marcus Hohlmann,False,0
502,J. Warren Beck,False,0
503,M. Patrick Decowski,False,0
504,J. E. Hirsch,False,0
505,Karin M. Rabe,False,0
506,Karsten M. Heeger,False,0
507,Detlef Lohse,True,2981
508,Gary Ferland,False,0
509,Harald Giessen,False,0
510,Arthur Hebard,False,0
511,Jeffrey A. Newman,False,0
512,William L Barnes,False,0
513,Bing Zhang,False,0
514,Hong Li,False,0
515,Peter Günter,False,0
516,chunnong zhao,False,0
517,Painter,True,224
518,Eshel Ben-Jacob,True,14835
519,Jürgen HENNIG,False,0
520,Yamir Moreno,False,0
521,Ahmad Moshaii,False,0
522,Karsten W. Jacobsen,False,0
523,Forrest Mozer,True,216
524,P Jena,False,0
525,Greg B. Taylor,False,0
526,Friedrich-Karl Thielemann,True,2693
527,Helios Vocca,False,0
528,Raman Sundrum,True,3574
529,Leon Balents,False,0
530,Jianfang Wang (王建方),False,0
531,Chao Tang,True,5281
532,Maria Vasileiou,False,0
533,Dr RAVI SHARMA,False,0
534,Olle Eriksson,True,221
535,H. Helmholtz,True,172
536,Jon E. Gudmundsson,False,0
537,Henry Abarbanel,False,0
538,Frank Wise,True,7852
539,David P. Landau,True,2355
540,Sunil K. Sinha,False,0
541,Michele Heurs,False,0
542,John W. Price,False,0
543,Pradip Kumar Sahu,False,0
544,Samuel L. Braunstein,True,4512
545,Heinrich Jaeger,False,0
546,Marcos A Pimenta,False,0
547,r laflamme,False,0
548,Robert J. Nemanich,False,0
549,Michael L Norman,False,0
550,Dani Or,False,0
551,Yoichiro Nambu,True,15069
552,Kishan Dholakia,False,0
553,C.-P. Yuan,False,0
554,Berndt Mueller,False,0
555,Michael Rosenblum,True,4667
556,Laurens W Molenkamp,False,0
557,Juha Äystö,False,0
558,Zhenyu Ye,False,0
559,Steven White,True,575
560,(Wei-Hua WANG) 汪卫华,False,0
561,Pavel Nadolsky,False,0
562,Arun Bansil,False,0
563,Masashi Yokoyama,False,0
564,Anders Nilsson,True,680
565,Sandun Jayarathna,False,0
566,Eric Thrane,False,0
567,rajeev ahuja,False,0
568,Eugene Demler,False,0
569,Zvi Bern,True,7006
570,Boris Shklovskii,True,2680
571,Gennady Zinovjev,False,0
572,Peter Raffai,False,0
573,Dr. Pradeep Sharma,False,0
574,daniel holz,False,0
575,Curtis Meyer,False,0
576,Sauro Succi,True,4792
577,Matthias Ballauff,False,0
578,Erio Tosatti,True,18204
579,V. Mukhanov,False,0
580,Jan Zaanen,True,10759
581,George Bertsch,False,0
582,reem sari,False,0
583,Lee Samuel Finn,True,2078
584,Daniel Shaddock,False,0
585,Jacob D. Bekenstein,True,259
586,Massimo Inguscio,False,0
587,Richard M. Osgood Jr,False,0
588,Andrew Collier Cameron,True,8357
589,William D. Phillips,True,195
590,Brian Fields,False,0
591,boris shraiman,False,0
592,Arun Kumar,True,706
593,John Spence  FRS,False,0
594,Joe Greene,True,45665
595,K.R. Sreenivasan,True,239
596,FERNANDO ATRIO BARANDELA,False,0
597,Rahul R Nair,False,0
598,Ta-Kun Chen,False,0
599,David Kawall,False,0
600,Dr Anil Kumar Koneti,False,0
601,João R T  de Mello Neto,False,0
602,Jörg Wrachtrup,True,2512
603,James Lattimer,True,6478
604,Liu Lei,True,5184
605,Stewart Clark,True,3166
606,Misha (Mikhail) Ivanov,False,0
607,Michael S. Fuhrer,False,0
608,Neeraj Kumar,True,2934
609,Georg Raffelt,False,0
610,Shamit Kachru,True,5273
611,John Wilkerson,True,201
612,David J Pine,False,0
613,L. Allen,False,0
614,Gianmaria Collazuol,False,0
615,David G Grier,False,0
616,Alexander Gaeta,False,0
617,Alain Karma,False,0
618,Koblar Jackson,False,0
619,Jiri Homola,True,272
620,Gennady Gavrilov,True,300
621,Robert H. Swendsen,False,0
622,Haim Sompolinsky,True,4908
623,D Chrisey,False,0
624,Soebur Razzaque,False,0
625,John M. Tranquada,False,0
626,José Luís Martins,False,0
627,Zhen Hou,False,0
628,Amir Yacoby,True,1360
629,Takeshi Egami,False,0
630,Glennys R Farrar,False,0
631,Stanley W H Cowley,False,0
632,Stefano Forte,False,0
633,Yoichi Ando,False,0
634,Giulio Cerullo,False,0
635,Carlton M Caves,False,0
636,Ryan P. Fisher,False,0
637,Michael Stamatikos,False,0
638,Mirjam Cvetic,False,0
639,Yi-Cheng Zhang,False,0
640,László Árpád Gergely,False,0
641,Christopher Rogan,False,0
642,John Gizis,False,0
643,Peter B Littlewood,False,0
644,Hartmut Löwen,False,0
645,Robert Rosner,True,3301
646,Aleksandr Korol,False,0
647,Adrian T LEE,False,0
648,Pedro Ferreira,True,2703
649,Simon Connell,False,0
650,James Crutchfield,True,14168
651,Romeel Davé,False,0
652,Margaret Kivelson,True,194
653,Barbaros Oezyilmaz,False,0
654,Adel Awad,False,0
655,Valery Telnov,False,0
656,Thomas Dent,True,804
657,Anne L'Huillier,True,5083
658,Jürg Fröhlich,True,6244
659,Nicolas Produit,False,0
660,Kevork N. Abazajian,False,0
661,David R McKenzie,False,0
662,Reinhard F. Werner,False,0
663,Guenther Rosner,False,0
664,Michael Fleischhauer,False,0
665,Dumitru Baleanu,False,0
666,Ping Zhang,True,5626
667,Lorenzo Pavesi,False,0
668,Michael Rubinstein,True,4092
669,Maciej A. Nowak,False,0
670,Clarence Virtue,False,0
671,Misao Sasaki,False,0
672,Matthias Troyer,False,0
673,Michael W Coughlin,False,0
674,Segev BenZvi,False,0
675,Salim Çıracı,False,0
676,John Preskill,True,3812
677,Gino Isidori,False,0
678,Randall G Hulet,False,0
679,Boris Gaensicke,False,0
680,R. T. Williams,False,0
681,Harald Fuchs,True,2609
682,Amitkumar Singh,False,0
683,Dr. Nukri Komin,False,0
684,Duncan Lorimer,False,0
685,Dr. Ajay Kumar Srivastava,False,0
686,Armin Bunde,False,0
687,Zhengwei Pan,False,0
688,Riaan Steenkamp,False,0
689,Evgenij Martynov,False,0
690,Flemming Videbaek,False,0
691,Alan D. Sokal,True,153
692,Zhiguo Wang,False,0
693,Riccardo Rattazzi,True,8588
694,Jürgen P. Rabe,True,18405
695,Risa Wechsler,True,4746
696,Gerd Ulrich Nienhaus,False,0
697,J Pumplin,False,0
698,DWO Rogers,False,0
699,Patricia Rebello Teles,False,0
700,Giacomo Ciani,False,0
701,Arto Nurmikko,True,3422
702,David Bishop,True,16181
703,Herbert Spohn,True,2848
704,Gerrit van der Laan,False,0
705,Giorgio Stefanini,False,0
706,Sol M. Gruner,False,0
707,Ajay Kumar,True,672
708,Colin D O'Dowd,False,0
709,Ram S. Katiyar,False,0
710,Rosario Nunzio Mantegna,False,0
711,Richard Averitt,False,0
712,Michael Duff,True,572
713,Antonio Pich,False,0
714,Stephen R Leone,False,0
715,Ashfaq Ahmad,True,182
716,Tyce DeYoung,False,0
717,Markus Greiner,True,4241
718,Valery Konstantinovich Lukyanov,False,0
719,Eleftherios N. Economou,False,0
720,Pran Nath,True,8636
721,Matjaž Perc,True,19445
722,Frank Verstraete,True,3514
723,Tao ZHANG,False,0
724,M. Di Ventra,False,0
725,Gerd Schön,False,0
726,Stamatios Krimigis,True,5591
727,Chris Quigg,True,7064
728,R.  Sugar,False,0
729,Jerzy (Jerry) Bernholc,False,0
730,Hans J Briegel,False,0
731,"Nazife Koca (Nazife Ozdes, Nazife Ozdes Koca, N. Ozdes)",False,0
732,Alain Dereux,False,0
733,RE Johnson,False,0
734,Richard B. Frankel,True,6925
735,PetukhoV. P.,False,0
736,De Hosson,False,0
737,Jeffrey B. Neaton,False,0
738,Burkard Hillebrands,True,7797
739,Robert D. Pisarski,False,0
740,Bianconi Antonio,False,0
741,Manfred Lenzen,False,0
742,Philip Kaaret,False,0
743,Frank Julicher,False,0
744,jv barth,False,0
745,Eduardo Fradkin,True,6715
746,Naomi van der Kolk,False,0
747,Johann (Jan) Rafelski,False,0
748,Hsin Lin,False,0
749,Thomas D. Gutierrez,False,0
750,a.t. charlie Johnson,False,0
751,Matthew Malek,False,0
752,Victor Fadin,False,0
753,Michael Cooper,True,26161
754,Weibo Cai,False,0
755,Sebastian Kuhn,False,0
756,yukio tanaka,False,0
757,Dr.Atul kumar,False,0
758,A. K. Sood,True,208
759,John Donoghue,True,712
760,Zoltan Fodor,True,274
761,Michael Johnston,True,882
762,Francesco Mainardi,True,3977
763,David Carroll,True,853
764,Gustaaf Borghs,False,0
765,Lars G M Pettersson,False,0
766,Hong Ding,False,0
767,Paul Evenson,False,0
768,A. L. Efros,False,0
769,Clifford Will,True,228
770,Thomas E Cowan,False,0
771,Patrick Diamond,True,7088
772,Dmitri Smirnov,True,249
773,Airton Deppman,False,0
774,Pierre Ramond,True,8669
775,Sergio Rodriguez,True,261
776,Xiaoqing Pan,False,0
777,Zhong-Shuai Wu,False,0
778,Carsten Peterson,True,3690
779,Michele Cappellari,False,0
780,Benjamin Grinstein,False,0
781,John H. Weaver,False,0
782,A. Douglas Stone,False,0
783,Nayana Majumdar,False,0
784,Bruce Ravel,False,0
785,Kyungmin Kim,False,0
786,Claude Bernard,True,22546
787,David Kleinfeld,False,0
788,Dennis Mackin,False,0
789,Angelo Vulpiani,False,0
790,Alexander Heger,False,0
791,Mansoor Sheik-Bahae,False,0
792,Ingrid Stairs,False,0
793,Adam Bernstein,True,5829
794,Dieter Heermann,False,0
795,Kai Nordlund,False,0
796,Tim Stelzer,False,0
797,Martin Nikl,False,0
798,Klaus Ensslin,False,0
799,Paolo Franchini,False,0
800,Xiangdong ji,False,0
801,Xingjiang Zhu,False,0
802,Ian Fisher,True,751
803,dirk bouwmeester,False,0
804,J. Jason Ward,False,0
805,Yuan Ping Feng,False,0
806,Ivan Mora-Sero,False,0
807,Chunbo Zhao (赵春勃),False,0
808,Laura Herz,True,11279
809,Sanjeev kumar,False,0
810,Feng Miao,False,0
811,Marcus Müller,False,0
812,Tae Won Noh,True,249
813,R C McPhedran,False,0
814,Roberto Messi,False,0
815,Hyun Su Lee,False,0
816,Thomas M. Antonsen Jr.,False,0
817,"Anton, Gisela",False,0
818,A E Dangor,False,0
819,Udo Seifert,False,0
820,Mark Strikman,False,0
821,José F.F. Mendes,False,0
822,G. Allan Johnson,False,0
823,Christian Schoenenberger,False,0
824,Scott Murchie,False,0
825,Andrew Levan,False,0
826,Youbao Wang,False,0
827,Sudip Chakravarty,False,0
828,Helmut Satz,False,0
829,Joel R. Brownstein,False,0
830,Nicolas Grandjean,True,4706
831,Ignacio Taboada,False,0
832,Dr. Pramod Kumar Mishra,False,0
833,Seon-Hee Seo,False,0
834,Wang Yao,True,193
835,Ulrich Mosel,False,0
836,Hong-Jun Gao,False,0
837,Willy Fischler,True,3613
838,Javier Aizpurua,False,0
839,Eugene Polzik,True,198
840,Alexandre Blais,False,0
841,Robert Budny,False,0
842,Yagola Anatoly,False,0
843,Peiherng Hor,False,0
844,Krishna Rajagopal,False,0
845,Mohit Randeria,True,13374
846,Denis Epifanov,False,0
847,Ping Koy LAM,False,0
848,Hui Cao,False,0
849,Elaine M. Sadler,False,0
850,Paul J Keall,False,0
851,Witold Nazarewicz,True,2911
852,Jonathan Link,False,0
853,Vincent H Crespi,False,0
854,Andrea Taracchini,False,0
855,Francis A Cucinotta,False,0
856,Dariusz Gora,False,0
857,Hubert Degaudenzi,False,0
858,Emil Schreiber,False,0
859,Tom Abel,True,2444
860,Yue WU - UNC,False,0
861,Huan-Xiang Zhou,False,0
862,Alex B. Nielsen,False,0
863,B.R. Dawson,False,0
864,Jaroslav Fabian,False,0
865,Daniel Kaplan,False,0
866,Eli Waxman,False,0
867,Krzysztof Szalewicz,False,0
868,Dorothea Pfeiffer,False,0
869,Ashvin Vishwanath,True,3188
870,Robert B. Mann,False,0
871,Reinhard A. Schumacher,False,0
872,Mustafa Lotya,False,0
873,Arnold Benz,False,0
874,Ruprecht Machleidt,True,5132
875,Roberto Gallino,False,0
876,Michael Sadler,True,755
877,Robert Caldwell,True,16236
878,Apostolos Pilaftsis,False,0
879,Andrew Coates,False,0
880,Jonathan P. Dowling,True,226
881,Robert Evans,True,24813
882,Michal Czakon,False,0
883,Dennis Stello,False,0
